FoodCost,TotalExpenses,age,FamilySize,townSize,ShopTJ
0.327041913,309734,67,2,3,0
0.435359729,439664,70,2,3,1
0.123200097,1120616,61,3,3,1
0.594517614,175544,63,2,3,1
0.195094113,1181030,73,3,3,1
0.475220165,493607,44,4,3,1
0.597486202,336463,30,4,2,1
0.536723143,538870,49,5,2,1
0.373497111,999076,50,4,2,1
0.601511078,336978,70,2,2,1
0.757498744,553226,58,13,2,1
0.544308694,977122,46,6,2,1
0.489442836,488294,47,7,2,1
0.451538573,434851,40,4,2,1
0.369785082,594832,40,7,2,1
0.255629238,616158,44,5,2,1
0.280578678,983553,50,6,2,1
0.655329049,1010912,38,7,2,1
0.509602226,308366,32,5,3,1
0.28910088,910312,51,4,3,1
0.516220251,431436,32,4,3,1
0.359223076,258970,78,2,3,1
0.268554835,1178426,59,3,3,1
0.140419478,413276,70,1,3,0
0.170434802,1612159,53,7,3,1
0.353261698,597189,41,5,3,1
0.487455313,618190,47,5,3,1
0.407703746,392069,38,4,3,1
0.587648176,594730,50,7,3,1
0.388696004,753185,54,4,3,1
0.517338816,534033,50,6,3,1
0.242213067,1048102,31,5,3,1
0.709887958,165474,75,2,3,1
0.126669676,1400272,47,3,3,1
0.266860489,1133686,47,7,3,1
0.119187024,3879919,55,9,3,1
0.276768765,1470744,43,6,3,1
0.391989649,779092,71,3,3,1
0.578292886,518208,35,5,3,1
0.42375903,987212,34,4,3,1
0.285398487,946354,60,4,3,1
0.397484565,714946,36,4,3,1
0.252206909,2230042,54,6,3,1
0.707112971,68832,66,1,3,0
0.632727624,621310,61,5,3,1
0.266620555,514694,54,2,3,0
0.577066819,524175,61,3,3,1
0.568271453,402899,53,7,3,1
0.653047555,220964,58,2,3,1
0.447651342,380430,32,6,3,1
0.468390357,269886,58,3,3,1
0.494773641,798644,50,6,3,1
0.321779158,1044269,37,5,3,1
0.429502154,904517,33,4,3,1
0.456499072,679020,56,4,3,1
0.495588749,675092,42,5,3,1
0.384516908,785037,58,2,3,1
0.532078299,213540,86,3,3,1
0.285286219,643424,81,3,3,1
0.581221717,228498,80,2,3,1
0.472119444,521080,60,4,3,1
0.469836561,258873,30,3,3,1
0.396757644,1201842,43,5,3,1
0.515989183,95033,64,1,3,1
0.673119076,318434,69,2,3,1
0.617231654,176582,83,1,3,0
0.282121958,870347,53,3,3,1
0.66816494,307020,80,2,3,1
0.391901004,704433,43,5,3,1
0.546796878,312211,67,2,3,0
0.260249211,1361495,37,5,3,1
0.379903172,1018091,34,5,3,1
0.083733191,3264082,42,5,3,1
0.251131522,573564,50,3,3,0
0.131629762,2248610,27,4,3,1
0.336811459,490494,56,2,3,1
0.170855926,2301799,50,6,3,1
0.291894407,575948,27,3,3,1
0.29960798,480588,67,2,3,1
0.343132963,529952,47,4,3,1
0.573042453,169600,51,2,2,1
0.744945475,370658,43,5,2,1
0.402836214,255975,47,4,2,1
0.78110383,351902,53,3,2,0
0.421291206,118246,55,3,2,1
0.632613815,194482,70,2,2,1
0.421768659,560108,35,4,2,1
0.713851962,370850,57,3,2,1
0.670424311,621666,46,5,2,1
0.718127471,414840,75,2,2,1
0.62774602,406725,74,2,2,1
0.435033096,228424,66,2,2,1
0.545691541,543164,56,4,2,1
0.268308062,372691,70,2,2,1
0.906332731,456296,64,2,1,1
0.051286688,7543478,61,7,1,1
0.551157414,71798,66,1,1,0
0.557616583,201895,58,3,1,1
0.557361987,907683,43,4,1,1
0.735647093,314553,68,2,1,1
0.607036664,172866,67,2,1,0
0.442723689,314074,76,2,2,0
0.166206805,1230804,61,3,2,1
0.475694953,327504,33,4,2,1
0.376660917,677713,39,5,2,1
0,1573648,53,1,2,1
0.483842898,101132,86,1,2,0
0.392832466,586143,44,5,2,1
0.126019159,1943514,49,4,4,1
0.174480309,1420699,42,4,4,1
0.422257698,1837854,69,6,4,1
0.11255398,3390160,33,4,4,1
0.285017831,1153598,54,6,4,1
0.212167314,878156,82,1,4,1
0.217181918,1473456,46,5,4,1
0.339898158,341314,36,4,4,1
0.48769737,328507,20,4,4,1
0.292576668,630768,64,2,4,1
0.309866611,1416687,49,10,4,1
0.275560004,355712,76,2,4,1
0.360271642,1398900,56,4,4,0
0.500856164,387776,62,2,4,0
0.328919903,1499514,38,6,4,1
0.463371419,384918,63,3,4,0
0.250939136,593897,40,6,4,1
0.458907973,336878,56,3,4,1
0.525494169,193456,49,5,4,1
0.179246054,1199290,64,3,4,1
0.146512514,357048,49,1,4,0
0.333008529,789193,43,3,4,0
0.178354405,955132,39,5,4,1
0.687639492,197144,74,2,4,1
0.321193178,1265058,28,5,4,1
0.455192658,629562,44,4,4,1
0.396735606,666096,32,3,4,1
0.292071674,712332,61,1,4,0
0.651602767,183308,74,1,4,0
0.399498392,1047033,31,4,4,1
0.282925749,1192638,47,7,4,0
0.362092548,619245,44,6,4,1
0.520005894,2117276,41,7,4,1
0.269115449,675710,47,4,4,1
0.277651341,1317739,49,5,4,1
0.602090479,392446,50,5,4,1
0.260626015,1460284,55,6,4,1
0.443991955,480306,62,3,4,1
0.315540501,1074309,54,5,4,1
0.523521066,694994,53,4,4,1
0.533614138,685649,47,6,4,1
0.51389152,232228,68,2,4,1
0.407383726,433223,66,1,4,0
0.42727832,318612,74,1,4,0
0.252131264,1429668,52,5,4,1
0.356491845,800512,59,6,4,1
0.198281235,731688,61,2,4,1
0.575107396,85897,64,1,4,0
0.439599752,820692,54,6,4,1
0.234128904,1761252,53,3,4,1
0.159868679,2698740,59,4,4,1
0.448275862,183280,79,1,4,0
0.445746646,762128,39,5,4,1
0.289162409,458386,64,1,4,0
0.230020406,2460060,39,7,4,1
0.175668,1922604,39,4,4,1
0.385206184,476929,48,5,4,0
0.21631776,1032703,63,2,4,1
0.222608929,985531,49,4,4,1
0.351777943,969407,33,4,4,1
0.383017486,918851,35,5,4,1
0.23536678,1567290,27,3,4,0
0.292753725,341748,92,2,4,0
0.326737173,341057,50,2,4,1
0.343768121,748458,73,3,4,1
0.133713623,2308067,50,5,4,1
0.105124753,1661036,65,2,4,1
0.359195838,158376,65,2,4,1
0.43168899,133346,72,2,4,1
0.257222979,358024,64,2,4,0
0.519156346,521446,47,7,4,1
0.31056799,817251,47,6,4,1
0.369574131,1119429,53,6,4,1
0.337206407,513976,63,4,4,1
0.470020709,944035,41,5,4,1
0.437353149,491996,47,5,4,1
0.500152786,693780,45,6,4,1
0.094136958,2302900,26,2,4,1
0.338794108,908174,35,5,4,1
0.282836029,985815,50,7,4,1
0.173351101,2243770,50,7,4,1
0.254442579,683612,69,2,4,1
0.368595449,782549,52,7,4,1
0.311515912,774702,31,5,4,1
0.362766554,1322338,49,6,4,1
0.350272073,227880,73,1,4,0
0.213632163,441544,58,3,4,0
0.404009425,999046,36,5,4,1
0.569554686,697710,39,6,4,1
0.434081141,245696,34,2,4,0
0.572026814,383982,76,2,4,1
0.19523703,2566214,45,7,4,1
0.357814416,484374,57,5,4,1
0.396491809,628472,63,2,4,0
0.235037356,1296696,40,3,4,1
0.477925522,757164,45,4,4,1
0.267783531,636544,54,5,4,1
0.476586947,781658,26,2,4,0
0.23137363,1636591,40,5,4,1
0.260263881,1265116,43,6,4,1
0.197454598,822974,26,3,4,1
0.468015888,464762,52,5,4,1
0.160762071,1465271,58,5,4,1
0.46504738,615662,33,4,4,1
0.389959017,881826,55,5,4,1
0.194123857,588243,27,3,4,1
0.26104873,917300,37,3,4,1
0.173443853,624202,53,4,4,1
0.176203319,522056,74,3,4,1
0.256260864,1116659,41,5,4,1
0.55374088,174197,71,2,4,1
0.296132054,659368,29,4,4,1
0.441698332,945822,55,1,4,0
0.395909532,643056,28,4,4,1
0.209610995,675518,53,3,4,1
0.598247226,201395,77,2,4,0
0.454842143,536529,44,7,4,1
0.622010434,431459,27,7,4,1
0.401416653,760666,54,6,4,1
0.468103578,571318,54,4,4,1
0.454313267,536009,44,7,4,1
0.751815313,170494,74,2,4,1
0.373655209,495430,39,6,4,1
0.256304263,646388,27,3,4,1
0.320796381,889424,29,3,4,1
0.633209428,467024,70,1,4,0
0.279515278,962366,45,6,4,1
0.545370489,908476,36,10,4,1
0.518637349,513646,39,4,4,1
0.278604843,300124,69,4,4,1
0.41237604,773236,44,5,2,1
0.401109586,475132,73,3,2,1
0.452216261,747430,58,4,2,1
0.651215122,115544,77,1,2,0
0.473179909,296606,62,2,2,1
0.506843162,503130,57,4,2,1
0.584391204,586477,47,7,2,1
0.620423919,433149,76,1,3,0
0.675521009,130708,66,1,3,0
0.551641078,576237,50,3,3,1
0.234223479,217792,83,1,3,0
0.660923963,281981,74,2,3,1
0.483081236,258234,51,1,3,1
0.2391337,765647,40,4,3,1
0.40643663,472359,60,4,3,1
0.243482791,1028968,59,6,4,1
0.181200625,1317214,32,2,4,0
0.587667977,350048,28,3,4,1
0.279532011,1579354,44,4,4,1
0.34456838,1138491,39,9,4,1
0.367019874,109945,78,1,4,0
0.200746768,1294646,38,2,4,1
0.578639617,2162714,55,7,4,1
0.316473607,1369694,45,6,4,1
0.431312427,653568,54,4,4,1
0.350998377,1041190,36,4,4,1
0.324004684,1020405,46,5,4,1
0.340067642,668220,41,4,4,1
0.37711366,1601724,59,4,4,1
0.557952427,285372,64,2,4,1
0.359353725,613980,21,3,4,1
0.243535313,1137642,53,7,4,1
0.628643263,361146,68,2,4,1
0.215245855,734416,20,3,4,1
0.736171451,99667,79,1,4,0
0.512963771,114550,80,1,4,0
0.365574567,815188,52,4,4,1
0.101300196,1536384,62,3,4,1
0.407452957,691967,46,4,4,1
0.045838905,6552338,52,3,4,1
0.394210556,107506,72,1,4,0
0.519720622,398314,69,2,4,1
0.31187268,1027586,58,2,4,0
0.251122664,1039492,57,5,4,1
0.396413011,921776,36,5,4,1
0.6671049,188636,87,1,4,1
0.144986987,1751302,37,4,4,1
0.415262372,375040,18,3,4,1
0.404430857,833428,45,6,4,1
0.39823539,898102,63,3,4,1
0.311444124,935834,27,3,4,1
0.339531865,916615,60,3,4,1
0.133511225,822972,27,4,4,1
0.183054043,1183716,50,5,4,1
0.393092824,880881,44,5,4,1
0.14382243,1520347,47,4,4,1
0.378336393,1006776,57,3,4,1
0.420616322,716054,62,3,4,0
0.371723187,1127086,44,4,4,1
0.338784628,1541652,49,4,4,0
0.39716859,471991,84,2,4,0
0.388796519,779472,60,4,4,1
0.226263869,884348,33,4,4,1
0.339296441,1474958,36,5,4,1
0.541853799,214198,67,1,4,0
0.266619878,1612933,57,4,4,1
0.514139543,751368,77,2,4,1
0.336064813,776136,49,5,4,1
0.175265597,2191668,36,5,4,1
0.518157955,1451843,40,8,4,1
0.17823479,107364,75,1,4,1
0.558406393,1385285,70,3,4,1
0.323931867,2025216,41,3,4,1
0.362370018,1066490,56,5,3,1
0.613279277,300920,45,5,3,1
0.535661547,224149,39,2,3,1
0.617287689,356670,31,4,3,1
0.472253459,245436,39,4,3,1
0.611375575,438624,74,2,3,1
0.346627603,399345,71,2,3,1
0.300297739,539398,30,3,3,1
0.191458012,2555213,38,7,3,0
0.258658893,1109322,51,5,3,1
0.708575127,228673,75,2,3,1
0.398849796,308467,65,2,3,1
0.233704976,525774,52,3,3,1
0.549521358,518655,68,2,3,1
0.25814083,1048296,49,7,3,1
0.326081158,794796,27,3,3,1
0.350645731,696110,47,4,3,1
0.284052718,884019,37,5,3,1
0.275113371,669484,34,3,3,1
0.400437572,370225,65,3,3,1
0.530247542,283709,64,3,3,1
0.338579957,327131,68,1,3,0
0.500436532,797192,54,2,3,1
0.290811127,924270,35,5,3,1
0.29469254,467606,67,3,3,1
0.620424978,205846,76,2,2,1
0.674464698,194750,65,2,2,1
0.267781484,266232,78,1,2,0
0.421737126,637582,33,4,2,1
0.573512571,567590,36,6,2,1
0.50622346,246326,49,2,2,1
0.311426591,302890,48,2,2,1
0.527327562,542456,33,4,2,1
0.481037285,159339,55,2,2,1
0.266022368,521911,50,6,2,1
0.793439077,144248,83,1,2,0
0.601490439,388342,80,2,2,0
0.51133418,429762,50,4,2,1
0.210662559,309044,74,2,2,1
0.613045772,181944,41,7,2,1
0.400773952,216551,18,2,2,1
0.784079006,173758,77,1,2,1
0.753642074,119712,46,1,2,1
0.499101324,408935,37,8,2,1
0.643478439,97377,64,1,2,1
0.656387893,193538,42,5,2,1
0.722355176,271606,58,3,2,1
0.537858641,455748,67,2,2,1
0.173358231,1065147,45,3,2,1
0.461924749,693784,49,5,2,1
0.274660339,926366,42,4,2,1
0.365269747,502248,58,2,2,1
0.368717267,737020,64,2,2,1
0.661519189,375977,50,6,3,1
0.392943958,957704,38,5,3,1
0.510637762,476886,44,5,3,0
0.56090376,291936,78,2,3,1
0.509225975,351074,72,1,3,0
0.450714249,472104,50,4,3,1
0.366925946,879360,46,5,3,1
0.095452306,568200,47,4,2,1
0.334851206,680338,44,5,2,1
0.501291369,233086,38,3,2,1
0.536214321,223627,67,2,2,1
0.728921232,134116,72,1,2,0
0.338251269,231059,24,2,2,1
0.552185491,246352,48,4,2,1
0.361846402,883513,29,4,2,1
0.710929677,129830,79,2,2,1
0.551723532,682465,61,3,2,1
0.456419119,456519,45,2,2,1
0.479837963,389048,49,4,2,1
0.314616271,952678,58,4,2,1
0.676604867,201512,70,1,2,0
0.473931172,329052,58,4,2,1
0.27363788,1382294,55,7,2,1
0.642239104,598668,36,5,2,1
0.32450108,240369,61,3,2,1
0.485398469,200116,26,4,2,1
0.427228644,174052,65,3,2,1
0.68404744,310458,50,5,2,1
0.55509836,350446,29,3,3,1
0.433260101,568056,50,5,3,1
0.720908844,191364,61,2,3,1
0.518113125,601884,49,6,3,1
0.432763317,772376,77,3,3,1
0.085550195,1934116,65,4,3,1
0.503289877,717352,55,3,3,1
0.443599916,323652,60,3,3,1
0.331959694,726052,55,4,3,1
0.270408111,389796,67,3,3,1
0.668041022,345374,59,2,3,1
0.490722707,764016,48,5,3,1
0.487630938,215942,74,2,3,1
0.449039484,1575612,66,4,3,1
0.198347532,1791381,48,6,3,1
0.625134183,210534,64,2,3,1
0.560867023,289081,35,5,3,1
0.512765329,210022,75,2,3,1
0.794135202,154140,31,6,3,1
0.437642709,796202,59,3,3,1
0.305687563,230837,38,5,3,1
0.479049098,243474,69,3,3,1
0.371188237,581096,52,4,3,1
0.289590816,567960,32,4,3,1
0.364434152,278953,44,4,3,1
0.512319262,192544,59,2,3,1
0.426203302,211439,55,4,3,1
0.260889501,1243147,50,5,2,1
0.364500471,888778,45,7,2,1
0.57086495,435956,80,3,2,1
0.705571993,554954,46,4,2,1
0.432190092,173979,59,3,2,1
0.754115658,166802,65,2,2,1
0.515758529,760604,35,5,2,1
0.442194826,423578,33,3,2,1
0.350205158,1084530,27,3,2,1
0.716143394,533692,47,6,2,1
0.475989499,834968,74,3,2,1
0.518726038,358378,70,2,2,1
0.585186785,361218,52,2,2,1
0.469404427,1689264,60,2,2,1
0.581267676,156286,74,1,2,0
0.608551824,472788,28,4,2,1
0.546722862,507043,56,4,2,1
0.405004727,506641,46,3,3,1
0.305143344,774010,51,4,3,1
0.350936548,1639852,49,4,3,1
0.290085803,496722,48,5,3,1
0.318291469,620978,41,5,3,1
0.356847627,215812,65,1,3,0
0.342835886,758077,53,4,3,1
0.591917625,283580,68,9,3,1
0.253227939,807636,59,3,3,1
0.618406882,238639,36,5,3,1
0.379781159,606286,38,7,3,1
0.299703201,1826487,49,6,3,1
0.485693291,583817,74,2,3,1
0.275695686,589418,56,2,3,1
0.364091588,897060,34,4,3,1
0.377542944,502862,32,3,3,1
0.240364646,1026091,37,4,3,1
0.509210333,550523,58,2,3,1
0.05772077,16216,84,2,2,0
0.616416284,391002,69,4,2,0
0.368058076,815480,50,8,2,1
0.192020687,1342647,31,3,2,1
0.264081916,545043,57,3,2,0
0.219942613,672630,38,3,2,1
0.123895785,1251568,60,4,2,1
0.386847078,727078,39,6,2,1
0.248743047,1084766,29,3,2,1
0.490095912,1515132,56,6,2,1
0.652223489,420960,56,6,2,1
0.334936631,1123102,38,4,2,1
0.186278343,2265878,52,4,2,1
0.270797283,976642,47,4,2,1
0.148693526,1484530,30,4,2,1
0.529545473,487452,49,4,1,1
0.345822931,574398,51,4,1,1
0.600014797,337905,52,2,1,1
0.615589044,198678,66,2,1,1
0.771645741,165506,72,1,1,0
0.318868164,613658,54,7,1,1
0.347849765,110174,89,1,1,0
0.200155369,1710771,32,4,2,1
0.342242942,884588,43,3,2,1
0.389713072,429516,55,3,2,1
0.396842757,1407177,45,7,2,1
0.349895977,642168,42,3,2,1
0.332256203,450580,19,3,2,1
0.664098632,323464,79,2,2,1
0.709408025,278762,68,2,2,1
0.382804269,583703,49,5,1,1
0.560426612,526192,65,3,1,0
0.611874861,477614,72,6,1,1
0.180218291,1092120,50,4,1,1
0.377050916,37788,67,2,1,0
0.271990068,702408,55,5,1,1
0.420164081,185518,52,2,1,1
0.293275095,1032996,60,3,1,1
0.412339105,436466,64,2,1,1
0.273891961,1291020,56,4,1,1
0.282871867,1166210,52,4,1,1
0.311499861,860880,42,4,1,1
0.365855952,701850,51,5,1,1
0.732206861,117180,84,1,1,0
0.255031977,611688,68,3,1,1
0.495801978,627081,30,4,2,1
0.331625769,433561,25,3,2,1
0.588742451,558825,30,5,2,1
0.311323491,1123770,60,7,2,1
0.439066025,131224,71,1,2,0
0.296554478,185342,63,1,2,0
0.479915472,217680,64,2,1,1
0.431564404,318460,62,2,1,1
0.352527913,475412,54,3,1,1
0.701827963,254655,40,2,1,1
0.586739755,446583,57,4,1,0
0.398406375,81575,73,2,1,1
0.46786536,277302,71,2,1,0
0.382729861,345915,34,4,1,1
0.522613065,111639,65,2,1,1
0.67891592,664748,40,6,4,1
0.44961702,930205,37,6,4,1
0.376348155,697620,39,4,4,1
0.236953766,854327,61,2,4,1
0.235827116,1505798,43,4,4,1
0.353919986,445920,72,2,4,1
0.226254011,1992168,49,5,4,1
0.224015819,1446380,70,2,4,1
0.363703893,1087742,43,5,4,1
0.256829984,354320,25,3,4,1
0.353441492,899668,45,5,4,1
0.407336815,701994,49,6,4,1
0.376360761,592591,42,6,4,1
0.537248505,360444,45,4,4,1
0.346309925,859034,56,2,4,1
0.347609904,332246,26,4,4,1
0.640265282,220746,60,3,4,0
0.463835011,529490,82,1,4,0
0.288290283,379326,45,1,4,0
0.55517559,347400,69,1,4,0
0.600044589,260154,86,2,4,1
0.033388624,336402,48,1,4,1
0.64099912,129554,63,1,4,0
0.36251731,337948,67,2,4,0
0.208084586,1876237,82,6,4,1
0.122854109,1685023,58,4,4,0
0.304237764,137077,68,1,4,0
0.062370062,125060,54,2,4,0
0.28650633,925634,47,8,4,1
0.225708995,1501420,30,4,4,1
0.08741602,1522833,29,4,4,1
0.497951063,513681,45,4,4,1
0.133070093,608822,69,2,4,1
0.384136412,1267456,37,5,4,1
0.472162459,470372,48,4,4,1
0.070845719,1920850,47,5,4,1
0.307316874,1718630,43,6,4,1
0.202498957,1308866,37,4,4,1
0.054182117,3172855,29,3,4,1
0.262799443,984203,52,7,4,1
0.199639237,1187482,24,3,4,0
0.097976042,2569322,31,5,4,1
0.497816938,1041427,64,4,4,0
0.161728883,505760,25,3,4,1
0.209521913,582488,54,1,4,0
0.462466807,411982,31,3,4,1
0.248279031,1793031,40,7,4,1
0.500063046,237922,59,3,4,1
0.121412873,605603,30,2,4,0
0.263408609,586116,65,2,4,1
0.21798639,1190111,49,4,4,1
0.537457464,708804,41,5,4,1
0.474876695,519040,33,5,4,1
0.318935461,469236,39,3,4,1
0.264513482,589762,56,2,4,1
0.068481043,567982,58,2,4,0
0.203835675,527052,43,1,4,0
0.125364072,940748,21,2,4,0
0.418080725,596392,66,2,4,1
0.186944292,1509562,39,4,4,1
0.350312628,900430,65,4,4,1
0.350180585,729852,52,5,4,1
0.354100022,820898,82,1,4,1
0.437109214,539618,79,3,4,1
0.274269554,565750,64,2,4,1
0.121074445,1587387,57,3,4,1
0.170559891,646037,32,5,4,1
0.136444101,1384567,73,3,4,1
0.201346253,1166051,58,2,4,1
0.326530382,708663,48,5,4,1
0.234750614,389196,57,1,4,1
0.360209202,1073032,51,4,4,1
0.297281864,455312,52,4,4,1
0.096857545,890132,64,1,4,0
0.273762902,1300746,47,6,4,1
0.445671686,320864,43,5,4,0
0.100239784,1848328,63,3,4,1
0.306991668,765454,73,3,4,1
0.373810171,930911,41,5,4,1
0.352233598,1149737,50,6,4,1
0.32036382,1286350,29,5,4,1
0.349388408,770203,37,4,4,1
0.255384674,740342,51,5,4,1
0.189721131,1372077,66,2,4,1
0.152873732,734724,35,3,4,1
0.447068573,386160,35,8,4,1
0.197197299,1221964,70,2,4,1
0.08243839,5140178,45,4,4,1
0.187799664,240895,61,1,4,0
0.318475606,799898,46,4,4,1
0.222400091,1611672,25,3,4,1
0.195578466,2123833,49,5,4,1
0.317279601,665079,19,4,4,0
0.293124404,695227,55,5,4,1
0.325125015,1216652,79,3,4,0
0.431991112,118808,72,1,4,0
0.531019922,330594,29,4,4,1
0.318830576,689570,36,5,4,1
0.110361941,367518,71,1,4,0
0.327116671,1138982,54,11,4,1
0.170882324,347514,75,1,4,0
0.406383583,717716,39,5,4,1
0.365723617,453140,72,2,4,1
0.271808181,1095449,51,6,4,1
0.234450404,1012052,47,3,4,0
0.235036749,912402,29,3,4,1
0.580180887,479416,31,5,4,1
0.332225002,1501657,53,5,4,1
0.274259171,1060063,79,5,4,1
0.44583456,27176,73,1,4,1
0.367709709,1001366,34,4,4,1
0.38034117,739515,66,3,4,1
0.416161583,728592,54,4,4,1
0.26800189,1812032,38,4,4,1
0.361149815,839718,44,1,4,0
0.52674006,855215,37,5,4,1
0.162630806,1115582,32,3,4,1
0.384822225,1188580,40,5,4,1
0.32774076,610214,52,5,4,1
0.310863763,896264,66,2,4,0
0.231654229,1288921,33,5,4,1
0.459653839,415182,68,4,4,1
0.255921167,1631393,43,5,4,1
0.288463545,1140359,40,5,4,1
0.193557947,1336282,30,3,4,1
0.164749226,469028,24,2,4,1
0.576504825,254631,59,2,4,1
0.16537517,314751,66,1,4,0
0.341331601,517362,30,5,4,1
0.465155764,442914,73,3,4,1
0.290972042,1337833,48,6,4,1
0.630017952,718570,64,2,4,0
0.338443234,1015284,37,5,4,1
0.171694574,1372274,34,4,4,1
0.420129953,843996,58,3,4,1
0.217368523,1288227,45,6,4,1
0.234683398,1246360,62,5,4,1
0.280935699,937695,46,5,4,1
0.478135901,716700,32,9,4,1
0.179003832,1060022,43,5,4,1
0.368181684,677220,41,4,4,1
0.268930619,637116,31,4,4,1
0.248344161,1308249,47,6,4,1
0.259682108,862054,65,3,4,1
0.231665577,1022871,33,4,4,1
0.217130296,787914,38,5,4,1
0.448483184,713534,34,5,4,1
0.356173101,245128,67,1,4,0
0.152288618,368432,63,3,4,1
0.189741116,2316061,34,6,4,1
0.350965993,1150630,40,8,4,1
0.174283011,790668,44,5,4,1
0.236123288,1242063,50,4,4,1
0.190883837,1690075,34,3,4,1
0.068056285,2715517,42,4,4,1
0.367747314,1354343,39,6,4,1
0.400458479,1722216,36,5,4,1
0.190248971,1000920,54,4,4,1
0.554546837,828554,48,5,4,1
0.183570755,449832,61,1,4,0
0.478776332,820876,64,5,4,1
0.21909507,1471982,47,3,4,1
0.17196429,4718468,49,7,4,0
0.298266015,1149779,38,5,4,1
0.185208925,851838,53,4,4,0
0.231167583,1481488,45,4,4,1
0.355469915,348744,24,3,4,1
0.179785038,1939316,24,3,4,1
0.252422092,495646,76,3,4,1
0.324777167,813838,53,2,4,1
0.090720648,1605500,25,4,4,1
0.097218997,577130,62,2,4,1
0.226192397,786923,71,2,4,0
0.084961929,1528873,32,4,4,1
0.195467281,1267363,45,5,4,1
0.207956208,940448,52,3,4,0
0.11840385,2317526,40,2,4,1
0.198781216,490489,47,2,4,0
0.218555638,477041,29,3,4,1
0,174374,53,1,4,1
0.586381144,1664692,46,6,4,1
0.163401874,1193695,28,3,4,1
0.259396752,620640,59,5,1,1
0.769095442,397896,72,2,1,1
0.464066694,491800,70,2,1,1
0.265521823,706006,54,2,1,0
0.246121392,748980,56,3,1,1
0.609307142,359208,74,2,1,1
0.550568171,259165,70,2,1,1
0.534220143,282962,44,4,1,1
0.100268097,1530417,42,5,1,1
0.504703313,190504,74,2,1,1
0.130330946,1015814,67,7,1,1
0.335719765,391100,57,3,1,1
0.382159124,546453,64,3,1,1
0.202204317,371090,54,2,1,1
0.391851842,474414,43,4,2,1
0.502380639,699812,43,4,2,1
0.194093478,207364,86,2,2,0
0.314446082,384651,49,3,2,1
0.426519308,923644,33,7,2,1
0.22534667,1148932,65,5,2,1
0.28990793,584558,57,3,2,1
0.123907408,2269146,48,3,1,1
0.346025043,368482,71,2,1,1
0.462929351,347094,37,4,1,1
0.41207637,1267202,53,6,1,1
0.564508436,566050,77,2,1,1
0.238431675,1078246,47,6,1,1
0.380166809,326362,64,2,1,1
0.46420271,335612,68,2,1,1
0.230699151,884702,51,3,2,1
0.224245882,1440954,57,8,2,1
0.525670134,1464036,47,2,2,1
0.110431856,601312,27,2,2,1
0.381888337,281454,78,1,2,1
0.369813676,820186,34,5,2,1
0.207072046,2116191,56,5,2,1
0.399671666,80406,75,1,2,0
0.029840633,944484,64,2,2,0
0.315851884,1453884,42,6,2,1
0.134365386,1483775,58,5,2,1
0.216092575,844638,56,6,2,1
0.290369857,657768,64,3,2,1
0.444959269,2064998,39,6,4,1
0.295409371,928718,37,5,4,1
0.226784656,631242,60,2,4,0
0.387063817,493314,44,4,4,1
0.266789929,912958,19,3,4,1
0.33540675,295808,74,2,4,1
0.218640523,4009394,43,3,4,1
0.265219488,924834,36,6,4,1
0.548188943,368238,53,3,4,1
0.302794344,1028685,55,7,4,1
0.360861193,424806,67,2,4,1
0.181754976,1633914,64,4,4,1
0.637286399,663620,68,3,4,1
0.539050261,444901,42,4,4,1
0.415226427,383964,50,3,4,1
0.387162351,472236,60,3,4,1
0.218537571,827336,48,5,4,1
0.365306674,410811,75,2,4,0
0.437451979,281128,64,1,4,0
0.130507933,719190,33,2,4,1
0.253929544,688884,44,5,4,1
0.519636511,546482,49,3,4,1
0.283087346,247980,68,1,4,0
0.575636552,1063150,64,2,4,1
0.268889682,605304,48,4,4,1
0.330058375,1141592,51,8,4,1
0.49847656,112246,47,1,4,1
0.414697146,92916,77,2,4,1
0.635779886,668873,57,2,4,0
0.102610161,1367272,30,3,4,1
0.427164334,877695,58,5,4,1
0.372213232,938677,80,2,4,1
0.181396746,259718,61,1,4,0
0.144362611,1380302,37,5,4,1
0.164561778,2220783,38,4,4,1
0.173210229,1103884,48,4,4,1
0.270148835,1196496,44,4,4,1
0.451923837,658164,46,9,4,1
0.110563237,1594852,31,5,4,1
0.35190865,513190,33,4,4,1
0.223038542,1986150,42,6,4,1
0.177191357,1083484,70,2,4,1
0.241114822,886814,50,2,4,1
0.173884395,1724019,61,5,4,0
0.406893387,810748,45,4,4,1
0.571401706,233972,71,2,4,1
0.420569175,1259788,31,4,4,1
0.215672746,627599,50,4,4,0
0.389905467,605080,49,6,4,1
0.409911408,703674,61,2,4,1
0.458330922,414792,59,2,4,0
0.173148155,1138216,48,6,4,1
0.257058384,273292,64,1,4,1
0.809884257,220229,57,2,4,1
0.304532282,957928,56,3,4,1
0.280238382,1202776,53,4,4,1
0.513855599,237810,56,1,4,1
0.135525803,710979,60,2,4,1
0.398484158,333544,76,2,4,1
0.123803574,686733,68,2,4,1
0.573903989,503234,77,3,4,1
0.024164721,1887214,33,2,4,1
0.109168955,1558062,36,4,4,1
0.283932749,1282360,49,2,4,1
0.191867873,942607,46,3,4,1
0.260798652,441444,38,3,4,0
0.310572897,977471,53,4,4,1
0.339690535,998238,49,6,4,1
0.271038118,1475940,42,5,4,1
0.293052305,872131,53,3,4,1
0.076267445,1834754,61,3,4,1
